StuduentID;ModuleCode;AcYear;Mark;Grade;Age;Gender;Status;CourseCode;Course Name;Level of Study;;;Row Labels;Count of Attendance(Status);Percentage
00001594;CIS4037-N;2018/9;35;F;21;F;ABS;CNMS;MSc Computing;MS;;;;;
00001595;CIS4019-N;2018/9;58;C;21;F;P;CSNPRD;MSc Computer Security and Networks;MS;;;;;
00001595;CIS4020-N;2018/9;50;C;21;F;P;CSNPRD;MSc Computer Security and Networks;MS;;;;;
00001596;GAV4017-N;2018/9;66;B;19;F;P;CAMA;MA Concept Art;MA;;;;;
00001837;GAV0003-N;2018/9;0;F;39;F;ABS;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001839;GAV0003-N;2018/9;70;A;19;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001840;CIS0002-N;2018/9;70;A;25;M;P;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00001503;GAV2025-N;2018/9;40;D;21;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001504;GAV4020-N;2018/9;80;A;20;F;PDG;GPDPRD;MA Games Development;MA;;;;;
00001574;CIS1010-N;2018/9;0;F;20;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001580;MFP2005-N;2018/9;82;A;20;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001580;MFP2008-N;2018/9;82;A;20;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001603;CAM1030-N;2018/9;70;A;18;M;P;CGNBA;BA (Hons) Comics and Graphic Novels;BA;;;;;
00001603;GAV1015-N;2018/9;46;D;18;M;P;CGNBA;BA (Hons) Comics and Graphic Novels;BA;;;;;
00001634;GAV1015-N;2018/9;70;A;20;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001635;GAV1012-N;2018/9;84;A;19;M;P;VIEIMO;MComp (Hons) Visual Effects;MC;;;;;
00001636;GAV1015-N;2018/9;51;C;19;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001637;GAV1015-N;2018/9;67;B;22;M;P;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001639;GAV1006-N;2018/9;74;A;44;F;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001639;GAV1015-N;2018/9;43;D;44;F;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001640;CAM1030-N;2018/9;55;C;21;F;P;MDCBA;BA (Hons) Media and Communications;BA;;;;;
00001640;CAM1035-N;2018/9;64;B;21;F;P;MDCBA;BA (Hons) Media and Communications;BA;;;;;
00001642;CIS1010-N;2018/9;40;D;21;F;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001644;GAV1015-N;2018/9;82;A;22;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001645;GAV1006-N;2018/9;0;F;22;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001645;GAV1015-N;2018/9;70;A;22;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001648;CAM4037-N;2018/9;74;A;19;M;P;DCMPRD;MA Digital Media and Communications;MA;;;;;
00001648;CAM4042-N;2018/9;80;A;19;M;P;DCMPRD;MA Digital Media and Communications;MA;;;;;
00001649;GAV1015-N;2018/9;60;B;36;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001653;GAV1015-N;2018/9;82;A;18;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001656;CIS1010-N;2018/9;84;A;57;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001657;GAV1015-N;2018/9;55;C;21;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001658;GAV1015-N;2018/9;60;B;35;F;ABS;AVBA;BA (Hons) Computer Animation;BA;;;;;
00001662;CIS1010-N;2018/9;93;A;22;M;P;CSCPRD;MComp (Hons) Computer Science;MC;;;;;
00001565;GAV1004-N;2018/9;18;F;19;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001565;GAV1030-N;2018/9;48;D;19;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001567;GAV1004-N;2018/9;21;F;18;F;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001567;GAV1030-N;2018/9;16;F;18;F;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001578;GAV4034-N;2018/9;41;F;21;M;PWR;AQMA1;MA Animation;MA;;;;;
00001599;CIS4012-N;2018/9;85;A;61;F;P;CNPRD;MSc Computing;MS;;;;;
00001599;CIS4021-N;2018/9;85;A;61;F;P;CNPRD;MSc Computing;MS;;;;;
00001600;CIS4012-N;2018/9;46;F;22;F;ABS;CSNPRD;MSc Computer Security and Networks;MS;;;;;
00001604;GAV1033-N;2018/9;80;A;21;M;P;TDABA;BA (Hons) 2D Animation;BA;;;;;
00001607;GAV2021-N;2018/9;46;D;18;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001622;GAV4003-N;2018/9;50;C;53;M;CC;GMA;MA Games Design;MA;;;;;
00001623;GAV1002-N;2018/9;67;B;20;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001623;GAV1004-N;2018/9;60;B;20;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001624;GAV1002-N;2018/9;75;A;19;M;ABS;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001624;GAV1004-N;2018/9;67;B;19;M;ABS;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001625;GAV1001-N;2018/9;96;A;48;F;ABS;TGDBS;BSc (Hons) Technical Game Development;BS;;;;;
00001625;GAV1002-N;2018/9;43;D;48;F;ABS;TGDBS;BSc (Hons) Technical Game Development;BS;;;;;
00001625;GAV1004-N;2018/9;74;A;48;F;ABS;TGDBS;BSc (Hons) Technical Game Development;BS;;;;;
00001626;CAM1011-N;2018/9;46;D;22;M;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00001627;CAM1011-N;2018/9;52;C;63;F;ABS;SPJBA;BA (Hons) Sport Journalism;BA;;;;;
00001628;CAM1011-N;2018/9;50;C;40;F;ABS;JOUSNG;BA (Hons) Journalism;BA;;;;;
00001631;CIS1013-N;2018/9;67;B;65;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001632;GAV1004-N;2018/9;66;B;65;M;P;CGPPRD;MComp (Hons) Computer Games Programming;MC;;;;;
00001632;GAV1030-N;2018/9;68;B;65;M;P;CGPPRD;MComp (Hons) Computer Games Programming;MC;;;;;
00001779;GAV1004-N;2018/9;50;C;20;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001782;CIS1013-N;2018/9;0;WS;21;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001784;GAV1004-N;2018/9;46;D;21;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001784;GAV1030-N;2018/9;60;B;21;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001785;CIS1013-N;2018/9;40;D;22;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001790;GAV1002-N;2018/9;74;A;18;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001790;GAV1004-N;2018/9;48;D;18;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001791;CAM1018-N;2018/9;60;B;19;M;P;FASNG;BA (Hons) Fine Art;BA;;;;;
00001791;CAM1022-N;2018/9;72;A;19;M;P;FASNG;BA (Hons) Fine Art;BA;;;;;
00001794;GAV1002-N;2018/9;60;B;20;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001794;GAV1004-N;2018/9;65;B;20;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001795;GAV1002-N;2018/9;68;B;49;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001795;GAV1004-N;2018/9;65;B;49;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001796;GAV1004-N;2018/9;60;B;21;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001796;GAV1030-N;2018/9;67;B;21;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001805;CAM1016-N;2018/9;68;B;49;M;ABS;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001810;GAV1001-N;2018/9;61;B;18;M;P;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00001810;GAV1002-N;2018/9;27;F;18;M;P;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00001811;GAV1001-N;2018/9;81;A;65;F;ABS;TGDBS;BSc (Hons) Technical Game Development;BS;;;;;
00001811;GAV1002-N;2018/9;58;C;65;F;ABS;TGDBS;BSc (Hons) Technical Game Development;BS;;;;;
00001811;GAV1004-N;2018/9;64;B;65;F;ABS;TGDBS;BSc (Hons) Technical Game Development;BS;;;;;
00001815;GAV4018-N;2018/9;82;A;49;F;P;CAMA;MA Concept Art;MA;;;;;
00001815;GAV4028-N;2018/9;70;A;49;F;P;CAMA;MA Concept Art;MA;;;;;
00001816;GAV4018-N;2018/9;72;A;19;F;P;CAMA;MA Concept Art;MA;;;;;
00001816;GAV4028-N;2018/9;72;A;19;F;P;CAMA;MA Concept Art;MA;;;;;
00001817;CIS1013-N;2018/9;12;F;21;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001823;GAV1033-N;2018/9;0;F;20;M;ABS;TDABA;BA (Hons) 2D Animation;BA;;;;;
00001824;GAV1001-N;2018/9;76;A;21;M;ABS;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00001689;CIS1013-N;2018/9;17;F;22;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001690;CIS1013-N;2018/9;35;F;19;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001691;GAV1002-N;2018/9;70;A;20;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001691;GAV1004-N;2018/9;44;D;20;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001692;GAV1004-N;2018/9;57;C;20;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001692;GAV1030-N;2018/9;53;C;20;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001693;CIS1013-N;2018/9;46;D;21;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001694;GAV1001-N;2018/9;0;WD;19;F;P;TGDBS;BSc (Hons) Technical Game Development;BS;;;;;
00001694;GAV1002-N;2018/9;53;C;19;F;P;TGDBS;BSc (Hons) Technical Game Development;BS;;;;;
00001694;GAV1004-N;2018/9;0;WD;19;F;P;TGDBS;BSc (Hons) Technical Game Development;BS;;;;;
00001726;GAV1004-N;2018/9;57;C;20;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001726;GAV1030-N;2018/9;56;C;20;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001729;CAM1011-N;2018/9;45;D;19;M;P;SPJBA;BA (Hons) Sport Journalism;BA;;;;;
00001740;CAM1011-N;2018/9;55;C;19;M;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00001741;CAM1016-N;2018/9;72;A;18;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001747;CAM1016-N;2018/9;67;B;21;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001861;CAM1011-N;2018/9;48;D;22;M;P;SPJBA;BA (Hons) Sport Journalism;BA;;;;;
00001868;GAV1033-N;2018/9;76;A;45;M;ABS;TDABA;BA (Hons) 2D Animation;BA;;;;;
00001824;GAV1002-N;2018/9;56;C;21;M;ABS;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00001829;COM3036-N;2018/9;18;F;20;F;PDG;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001835;GAV4018-N;2018/9;60;B;32;M;ABS;CMA;MA Concept Art;MA;;;;;
00001835;GAV4028-N;2018/9;50;C;32;M;ABS;CMA;MA Concept Art;MA;;;;;
00001903;GAV1033-N;2018/9;63;B;68;M;P;TDABA;BA (Hons) 2D Animation;BA;;;;;
00001905;GAV1002-N;2018/9;74;A;18;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001905;GAV1004-N;2018/9;70;A;18;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001907;CAM1011-N;2018/9;85;A;67;F;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00001908;GAV1004-N;2018/9;31;F;20;M;AA;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001908;GAV1030-N;2018/9;45;D;20;M;AA;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001909;GAV1002-N;2018/9;67;B;19;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001909;GAV1004-N;2018/9;52;C;19;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001910;CIS1013-N;2018/9;57;C;22;F;P;CSCPRD;MComp (Hons) Computer Science;MC;;;;;
00001911;GAV1002-N;2018/9;95;A;19;F;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001911;GAV1004-N;2018/9;72;A;19;F;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001912;GAV1002-N;2018/9;72;A;41;M;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001912;GAV1004-N;2018/9;60;B;41;M;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001913;GAV1004-N;2018/9;55;C;21;M;P;CGPPRD;MComp (Hons) Computer Games Programming;MC;;;;;
00001913;GAV1030-N;2018/9;74;A;21;M;P;CGPPRD;MComp (Hons) Computer Games Programming;MC;;;;;
00001914;CIS1013-N;2018/9;36;F;20;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001915;GAV1033-N;2018/9;40;D;48;M;P;TDABA;BA (Hons) 2D Animation;BA;;;;;
00001917;GAV1002-N;2018/9;66;B;63;F;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001917;GAV1004-N;2018/9;52;C;63;F;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001918;GAV1002-N;2018/9;33;F;20;M;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001918;GAV1004-N;2018/9;56;C;20;M;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001921;GAV1004-N;2018/9;65;B;69;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001921;GAV1030-N;2018/9;61;B;69;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001925;CIS1013-N;2018/9;65;B;21;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001926;MPR3002-N;2018/9;62;B;18;M;ABS;JOUSNG;BA (Hons) Journalism;BA;;;;;
00001929;GAV1002-N;2018/9;80;A;19;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001929;GAV1004-N;2018/9;82;A;19;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001931;GAV1033-N;2018/9;0;DA;22;F;ABS;TDABA;BA (Hons) 2D Animation;BA;;;;;
00001933;GAV1004-N;2018/9;84;A;22;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001607;GAV2011-N;2018/9;62;B;18;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001622;GAV4017-N;2018/9;60;B;53;M;CC;GMA;MA Games Design;MA;;;;;
00001627;CAM1027-N;2018/9;64;B;63;F;ABS;SPJBA;BA (Hons) Sport Journalism;BA;;;;;
00001620;GAV1006-N;2018/9;60;B;20;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001620;GAV1015-N;2018/9;73;A;20;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001676;GAV1006-N;2018/9;63;B;66;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001676;GAV1015-N;2018/9;60;B;66;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001679;CIS1005-N;2018/9;60;B;60;M;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00001679;CIS1019-N;2018/9;80;A;60;M;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00001681;GAV1015-N;2018/9;71;A;29;M;ABS;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001684;CIS1005-N;2018/9;70;A;22;M;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00001684;CIS1019-N;2018/9;76;A;22;M;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00001686;GAV1006-N;2018/9;42;D;58;F;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001686;GAV1015-N;2018/9;46;D;58;F;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001688;GAV1015-N;2018/9;67;B;22;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001689;CIS1010-N;2018/9;40;D;22;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001690;CIS1010-N;2018/9;65;B;19;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001693;CIS1010-N;2018/9;70;A;21;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001727;GAV1015-N;2018/9;64;B;28;F;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001728;GAV1015-N;2018/9;87;A;19;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001730;GAV1006-N;2018/9;85;A;62;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001730;GAV1015-N;2018/9;66;B;62;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001731;GAV1006-N;2018/9;75;A;32;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001731;GAV1015-N;2018/9;48;D;32;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001732;GAV1015-N;2018/9;62;B;52;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001733;GAV1006-N;2018/9;80;A;20;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001733;GAV1015-N;2018/9;64;B;20;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001734;CIS1001-N;2018/9;0;WD;19;M;P;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00001735;GAV1015-N;2018/9;91;A;47;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001736;HIS1038-N;2018/9;58;C;42;M;ABS;FASNG;BA (Hons) Fine Art;BA;;;;;
00001737;GAV1015-N;2018/9;63;B;20;M;P;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001739;DES1224-N;2018/9;55;C;22;M;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001741;CAM1030-N;2018/9;70;A;18;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001742;GAV1015-N;2018/9;0;WD;18;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001544;MFP2024-N;2018/9;67;B;20;F;ABS;JOUSNG;BA (Hons) Journalism;BA;;;;;
00001544;MFP2026-N;2018/9;67;B;20;F;ABS;JOUSNG;BA (Hons) Journalism;BA;;;;;
00001545;CIS0003-N;2018/9;40;D;43;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001545;CIS0005-N;2018/9;74;A;43;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001546;MFP2024-N;2018/9;55;C;21;M;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00001546;MFP2026-N;2018/9;61;B;21;M;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00001547;CIS1018-N;2018/9;13;F;22;M;ABS;CPTSNG;BSc (Hons) Computing;BS;;;;;
00001548;MFP2024-N;2018/9;53;C;29;M;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00001548;MFP2026-N;2018/9;67;B;29;M;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00001549;GAV1007-N;2018/9;0;DA;18;M;ABS;VIWBA;BA (Hons) Visual Effects;BA;;;;;
00001549;GAV1009-N;2018/9;0;DA;18;M;ABS;VIWBA;BA (Hons) Visual Effects;BA;;;;;
00001550;GAV2003-N;2018/9;74;A;20;M;P;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001552;CIS0003-N;2018/9;0;F;21;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001553;CIS2014-N;2018/9;28;DA;19;M;P;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00001554;CIS2017-N;2018/9;41;D;59;M;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00001555;CIS1018-N;2018/9;27;F;20;M;P;WBPBS;BSc (Hons) Web Production;BS;;;;;
00001557;CIS0003-N;2018/9;0;WS;22;F;ABS;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00001557;CIS0005-N;2018/9;0;WS;22;F;ABS;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00001591;CIS1018-N;2018/9;60;B;69;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001837;CAM0002-N;2018/9;57;C;39;F;ABS;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001838;CIS1007-N;2018/9;52;C;20;F;P;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00001838;CIS1018-N;2018/9;25;F;20;F;P;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00001839;GAV0004-N;2018/9;40;D;19;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001839;GAV0005-N;2018/9;53;C;19;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001840;CIS0003-N;2018/9;50;C;25;M;P;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00001840;CIS0005-N;2018/9;68;B;25;M;P;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00001841;CIS1018-N;2018/9;30;F;55;M;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001842;CAM1009-N;2018/9;65;B;59;M;ABS;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001843;CAM1036-N;2018/9;74;A;20;F;P;MDCBA;BA (Hons) Media and Communications;BA;;;;;
00001844;CAM1031-N;2018/9;80;A;21;M;P;CGNBA;BA (Hons) Comics and Graphic Novels;BA;;;;;
00001845;CIS1018-N;2018/9;48;D;19;F;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001847;GAV1003-N;2018/9;91;A;35;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001847;GAV1009-N;2018/9;84;A;35;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001848;GAV1003-N;2018/9;66;B;19;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001848;GAV1009-N;2018/9;57;C;19;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001841;GAV1030-N;2018/9;8;F;55;M;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001842;CAM1016-N;2018/9;58;C;59;M;ABS;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001845;CIS1013-N;2018/9;44;D;19;F;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001846;GAV1002-N;2018/9;92;A;20;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001846;GAV1004-N;2018/9;72;A;20;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001850;CIS1013-N;2018/9;66;B;56;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001852;GAV1002-N;2018/9;67;B;35;M;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001852;GAV1004-N;2018/9;52;C;35;M;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001853;CIS1013-N;2018/9;0;F;21;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001854;CIS1013-N;2018/9;36;F;18;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001856;CIS1013-N;2018/9;20;F;22;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001859;MPR3002-N;2018/9;71;A;43;F;ABS;JOUSNG;BA (Hons) Journalism;BA;;;;;
00001966;GAV1033-N;2018/9;61;B;22;F;PWR;TDABA;BA (Hons) 2D Animation;BA;;;;;
00001967;GAV1002-N;2018/9;68;B;21;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001967;GAV1004-N;2018/9;23;F;21;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001973;CAM1000-N;2018/9;32;F;68;F;P;MUTBS;BSc (Hons) Music Technology;BS;;;;;
00001975;COM3042-N;2018/9;63;B;18;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001977;GAV1033-N;2018/9;85;A;40;F;P;TDABA;BA (Hons) 2D Animation;BA;;;;;
00001978;COM3042-N;2018/9;69;B;21;M;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001979;CIS1013-N;2018/9;44;D;19;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001982;COM3042-N;2018/9;57;C;40;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001990;CIS1013-N;2018/9;45;D;54;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001994;CAM1016-N;2018/9;68;B;19;F;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001808;GAV0003-N;2018/9;0;F;18;F;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001815;GAV4017-N;2018/9;67;B;49;F;P;CAMA;MA Concept Art;MA;;;;;
00001816;GAV4017-N;2018/9;65;B;19;F;P;CAMA;MA Concept Art;MA;;;;;
00001819;GAV0003-N;2018/9;68;B;21;M;P;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00001829;COM3037-N;2018/9;33;F;20;F;PDG;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001832;GAV0003-N;2018/9;68;B;52;F;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001834;GAV0003-N;2018/9;57;C;18;M;ABS;AVBA;BA (Hons) Computer Animation;BA;;;;;
00001835;GAV4017-N;2018/9;22;F;32;M;ABS;CMA;MA Concept Art;MA;;;;;
00001899;CIS0002-N;2018/9;88;A;22;F;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001904;GAV0003-N;2018/9;0;F;19;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001906;GAV0003-N;2018/9;72;A;20;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001923;CIS0002-N;2018/9;75;A;20;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001924;CIS0002-N;2018/9;71;A;20;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001926;MED3007-N;2018/9;78;A;18;M;ABS;JOUSNG;BA (Hons) Journalism;BA;;;;;
00001927;VIS3110-N;2018/9;60;B;27;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001936;CAM1016-N;2018/9;76;A;21;M;ABS;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001938;GAV1002-N;2018/9;33;F;19;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001938;GAV1004-N;2018/9;0;WD;19;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
